chiefcomplaint,total_cases_F,total_cases_M,deaths_F,deaths_M,survivors_F,survivors_M,mortality_rate_F,mortality_rate_M
"Fatigue, Headache, Weakness",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fatigue, Headache, n/v/d",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, Hematuria",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Fatigue, Hemoptysis",0.0,2.0,0.0,1.0,0.0,1.0,0.0,50.0
"Fatigue, Hiccups",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fatigue, Hyperglycemia",38.0,13.0,0.0,0.0,38.0,13.0,0.0,0.0
"Fatigue, Hyperglycemia, Hypotension",0.0,33.0,0.0,1.0,0.0,32.0,0.0,3.0
"Fatigue, Hyperglycemia, N/V",16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
"Fatigue, Hyperkalemia",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Fatigue, Hypertension, N/V",11.0,0.0,1.0,0.0,10.0,0.0,9.1,0.0
"Fatigue, Hypoglycemia, Lightheaded",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Fatigue, Hypokalemia",7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
"Fatigue, Hypokalemia, Jaundice",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"Fatigue, Hypotension",22.0,3.0,0.0,0.0,22.0,3.0,0.0,0.0
"Fatigue, Hypotension, Weakness",34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
"Fatigue, Hypoxia, Weakness",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fatigue, ILI",14.0,32.0,0.0,0.0,14.0,32.0,0.0,0.0
"Fatigue, ILI, Weakness",0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
"Fatigue, Jaundice",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"Fatigue, Jaundice, Transfer",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, Jaw pain",0.0,8.0,0.0,1.0,0.0,7.0,0.0,12.5
"Fatigue, Knee pain",71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
"Fatigue, L Chest pain",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, L Facial pain",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Fatigue, L Flank pain",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, L Headache",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fatigue, L Hip pain",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fatigue, L Leg pain",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fatigue, Leg pain",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, Leg swelling",27.0,8.0,0.0,0.0,27.0,8.0,0.0,0.0
"Fatigue, Leg swelling, LUQ abd pain, N/V",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fatigue, Lethargy",11.0,10.0,0.0,0.0,11.0,10.0,0.0,0.0
"Fatigue, Lightheaded",6.0,21.0,0.0,0.0,6.0,21.0,0.0,0.0
"Fatigue, MVC",0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
"Fatigue, Melena",37.0,13.0,1.0,2.0,36.0,11.0,2.7,15.4
"Fatigue, Myalgia",37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0
"Fatigue, N/V",45.0,30.0,0.0,1.0,45.0,29.0,0.0,3.3000000000000003
"Fatigue, N/V, Transfer",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, N/V, Weakness",4.0,0.0,1.0,0.0,3.0,0.0,25.0,0.0
"Fatigue, Nausea",55.0,36.0,0.0,1.0,55.0,35.0,0.0,2.8000000000000003
"Fatigue, Numbness",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fatigue, Pain",0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0
"Fatigue, Palpitations",64.0,53.0,0.0,0.0,64.0,53.0,0.0,0.0
"Fatigue, Palpitations, Productive cough",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fatigue, Paresthesia",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, Pedal edema",59.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0
"Fatigue, Pelvic pain",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, Polyuria",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fatigue, Positive blood cultures",0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
"Fatigue, Presyncope",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
"Fatigue, Presyncope, Weakness",0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
"Fatigue, Productive cough",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"Fatigue, Psych eval",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Fatigue, R Arm pain",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fatigue, R Ear pain",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fatigue, R Headache",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fatigue, R Hip pain",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, R Knee pain",0.0,28.0,0.0,2.0,0.0,26.0,0.0,7.1
"Fatigue, R Leg pain",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fatigue, R Numbness",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fatigue, RLQ abdominal pain",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fatigue, Rash",8.0,5.0,0.0,0.0,8.0,5.0,0.0,0.0
"Fatigue, Right sided abdominal pain",21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
"Fatigue, SI",0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0
"Fatigue, Seizure",0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
"Fatigue, Slurred speech",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fatigue, Sore throat",0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
"Fatigue, Sore throat, Weakness",11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
"Fatigue, Substance use",0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
"Fatigue, Suprapubic pain",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Fatigue, Syncope",15.0,4.0,0.0,2.0,15.0,2.0,0.0,50.0
"Fatigue, TOE NUMBNESS",26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
"Fatigue, Tachycardia",0.0,14.0,0.0,1.0,0.0,13.0,0.0,7.1
"Fatigue, Tachypnea",10.0,0.0,1.0,0.0,9.0,0.0,10.0,0.0
"Fatigue, Transfer",8.0,5.0,0.0,0.0,8.0,5.0,0.0,0.0
"Fatigue, Tremor",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fatigue, UNSTEADY ON FEET",0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
"Fatigue, Unresponsive",19.0,0.0,1.0,0.0,18.0,0.0,5.3,0.0
"Fatigue, Unsteady gait",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fatigue, Upper abdominal pain",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fatigue, Upper back pain",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fatigue, Urinary incontinence",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fatigue, Urinary urgency, Weakness",12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
"Fatigue, Vaginal bleeding",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fatigue, Vomiting",34.0,0.0,4.0,0.0,30.0,0.0,11.799999999999999,0.0
"Fatigue, Vtach",0.0,2.0,0.0,1.0,0.0,1.0,0.0,50.0
"Fatigue, WT LOSS",0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0
"Fatigue, Weakness",242.0,74.0,7.0,4.0,235.0,70.0,2.9000000000000004,5.4
"Fatigue, Wound eval",11.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0
"Fatigue, s/p Fall",2.0,23.0,0.0,0.0,2.0,23.0,0.0,0.0
Febrile seizure,1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0
Fecal incontinence,9.0,235.0,0.0,0.0,9.0,235.0,0.0,0.0
"Fecal incontinence, Headache, Urinary incontinence",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fecal incontinence, L Leg numbness",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Fecal incontinence, Leg numbness, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fecal incontinence, Lethargy",0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
"Fecal incontinence, Lower back pain",10.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0
"Fecal incontinence, Pelvic pain",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
"Fecal incontinence, R Leg pain",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fecal incontinence, Transfer",0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
"Fecal incontinence, UNABLE TO MOVE LEGS",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fecal incontinence, Unsteady gait",2.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0
"Fecal incontinence, Urinary incontinence, Transfer",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fecal incontinence, Urinary retention",2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
Femur fracture,7.0,8.0,0.0,0.0,7.0,8.0,0.0,0.0
"Femur fracture, Fever, Transfer",1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0
"Femur fracture, L Leg injury",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Femur fracture, L Leg pain, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Femur fracture, Tibia fracture, Transfer",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Femur fracture, Transfer",41.0,12.0,1.0,0.0,40.0,12.0,2.4,0.0
"Femur fracture, s/p Fall",26.0,2.0,4.0,1.0,22.0,1.0,15.4,50.0
"Femur fracture, s/p Fall, Transfer",24.0,10.0,3.0,0.0,21.0,10.0,12.5,0.0
Fever,7576.0,8419.0,114.0,232.0,7462.0,8187.0,1.5,2.8000000000000003
"Fever, ""SPITTING UP BLOOD""",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, + BC",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Fever, + BLOOD CULTURES",0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
"Fever, +BC",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"Fever, +VE BLC",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Fever, ABD",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, ABD CRAMPS",0.0,98.0,0.0,0.0,0.0,98.0,0.0,0.0
"Fever, ABD PAIN  S/P ERCP",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, ABD PAIN S/P PROCEDURE",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
"Fever, ABD REDNESS",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, ABNL CXRY",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fever, ABNORMAL LABS",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Fever, ABNORMAL MRI",8.0,0.0,1.0,0.0,7.0,0.0,12.5,0.0
"Fever, AFTER HD",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"Fever, ATAXIA",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fever, Abd pain",471.0,392.0,3.0,12.0,468.0,380.0,0.6,3.1
"Fever, Abd pain, Abnormal labs",8.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0
"Fever, Abd pain, Atrial fibrillation",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Abd pain, Chest pain, Cellulitis",17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
"Fever, Abd pain, Cough",16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
"Fever, Abd pain, Diarrhea",16.0,6.0,0.0,0.0,16.0,6.0,0.0,0.0
"Fever, Abd pain, Dyspnea",0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
"Fever, Abd pain, Hypoxia",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fever, Abd pain, LIVER CA",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Abd pain, N/V",0.0,16.0,0.0,1.0,0.0,15.0,0.0,6.2
"Fever, Abd pain, Nausea",1.0,13.0,0.0,0.0,1.0,13.0,0.0,0.0
"Fever, Abd pain, POST COLONOSCOPY",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fever, Abd pain, Shoulder pain",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Abd pain, Sore throat",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Abd pain, Transfer",2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
"Fever, Abd pain, UTI",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
"Fever, Abd pain, n/v/d",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Abd pain, s/p Fall",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Abdominal distention",1.0,40.0,0.0,2.0,1.0,38.0,0.0,5.0
"Fever, Abdominal distention, Altered mental status",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Abdominal distention, Vomiting",31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
"Fever, Abnormal CT",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fever, Abnormal labs",63.0,75.0,3.0,1.0,60.0,74.0,4.8,1.3
"Fever, Abnormal labs, Transfer",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Abnormal sodium level",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Abscess",3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0
"Fever, Abscess, Confusion, Transfer",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Abscess, ILI",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Abscess, LLQ abdominal pain",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fever, Abscess, Nausea",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Acute cholangitis, Transfer",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Agitation, Transfer",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Allergic reaction",11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
"Fever, Altered mental status",130.0,139.0,6.0,7.0,124.0,132.0,4.6,5.0
"Fever, Altered mental status, Elevated INR",0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
"Fever, Altered mental status, HYPOTHERMIA, MCI",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Altered mental status, Hypoxia",21.0,7.0,0.0,2.0,21.0,5.0,0.0,28.599999999999998
"Fever, Altered mental status, Rash",6.0,0.0,2.0,0.0,4.0,0.0,33.300000000000004,0.0
"Fever, Altered mental status, SAH",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Altered mental status, Tachycardia",0.0,20.0,0.0,1.0,0.0,19.0,0.0,5.0
"Fever, Altered mental status, Transfer",0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
"Fever, Anemia",0.0,29.0,0.0,2.0,0.0,27.0,0.0,6.9
"Fever, Anemia, Back pain",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Ankle swelling",9.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0
"Fever, Ascites",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Fever, Atrial fibrillation",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, B Breast pain",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, B Leg pain",35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
"Fever, B Leg weakness",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, BILAT FOOT AND HAD NUMBNESS",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, BILAT LEG PAIN",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fever, BILATRERAL FOOT INFECTION, Hyperglycemia",0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0
"Fever, BLADDER CA",2.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0
"Fever, BMT",0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
"Fever, BODY ACHES",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, BODY PAIN, Cough",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, BODY SWELLING",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Fever, BODYACHES",0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
"Fever, BODYACHES, Rash",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Fever, BRBPR",8.0,1.0,3.0,0.0,5.0,1.0,37.5,0.0
"Fever, BREAST PAIN ARM PAIN",5.0,0.0,2.0,0.0,3.0,0.0,40.0,0.0
"Fever, Back pain",97.0,88.0,0.0,6.0,97.0,82.0,0.0,6.800000000000001
"Fever, Back pain, Abd pain",2.0,19.0,0.0,0.0,2.0,19.0,0.0,0.0
"Fever, Back pain, Cough",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Fever, Back pain, Diarrhea",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Back pain, Fever",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Back pain, Headache",22.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0
"Fever, Back pain, L Leg weakness",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Fever, Back pain, Lower abdominal pain",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
"Fever, Back pain, PICC line eval",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Back pain, Transfer",2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
"Fever, Back pain, UTI",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Fever, Back pain, Urinary frequency",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Fever, Back pain, Vomiting",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Back pain, Weakness, Diarrhea",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
"Fever, Bacteremia",0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
"Fever, Body aches",53.0,57.0,0.0,3.0,53.0,54.0,0.0,5.3
"Fever, Body aches, Body aches",0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
"Fever, Body aches, Cough",4.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0
"Fever, Body aches, Headache",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Body aches, Urinary frequency",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
"Fever, Body pain",49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
"Fever, Breast pain",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Fever, CA",12.0,0.0,2.0,0.0,10.0,0.0,16.7,0.0
"Fever, CHEMO",46.0,57.0,2.0,3.0,44.0,54.0,4.3,5.3
"Fever, CHILLS",0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
"Fever, CHILLS POST OP",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"Fever, COLD SORE",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, COMPARTMENT SYNDROME",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, COUGH DYSURIA, ILI",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Fever, Cellulitis",3.0,11.0,0.0,0.0,3.0,11.0,0.0,0.0
"Fever, Cellulitis, Transfer",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Fever, Chest pain",141.0,48.0,1.0,0.0,140.0,48.0,0.7000000000000001,0.0
"Fever, Chest pain, Chills",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Chest pain, Cough",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Fever, Chest pain, Dizziness",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Chest pain, Dyspnea",0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0
"Fever, Chest pain, Hemoptysis",0.0,6.0,0.0,2.0,0.0,4.0,0.0,33.300000000000004
"Fever, Chest pain, ILI",11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
"Fever, Chest pain, Nausea, Dizziness",0.0,22.0,0.0,3.0,0.0,19.0,0.0,13.600000000000001
"Fever, Chest pain, POST OP",73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0
"Fever, Chills",90.0,88.0,0.0,3.0,90.0,85.0,0.0,3.4000000000000004
"Fever, Chills, Body aches",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Chills, Cough",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Chills, Dyspnea on exertion",11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
"Fever, Chills, Dysuria, Dyspnea on exertion",16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
"Fever, Chills, Lightheaded",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Chills, S/P AAA",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Fever, Chills, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Confusion",51.0,121.0,7.0,7.0,44.0,114.0,13.700000000000001,5.800000000000001
"Fever, Confusion, Elevated wbc",4.0,0.0,1.0,0.0,3.0,0.0,25.0,0.0
"Fever, Confusion, Transfer",0.0,21.0,0.0,1.0,0.0,20.0,0.0,4.8
"Fever, Cough",667.0,812.0,16.0,15.0,651.0,797.0,2.4,1.7999999999999998
"Fever, Cough, ABNL LABS",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
"Fever, Cough, AFTER CHEMO",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Cough, Abd pain",0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
"Fever, Cough, Abd pain, Altered mental status",0.0,7.0,0.0,1.0,0.0,6.0,0.0,14.299999999999999
"Fever, Cough, CHEMO",7.0,0.0,1.0,0.0,6.0,0.0,14.299999999999999,0.0
"Fever, Cough, Chest pain",25.0,225.0,0.0,5.0,25.0,220.0,0.0,2.1999999999999997
"Fever, Cough, Chest pain, ILI",7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
"Fever, Cough, Chills",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Fever, Cough, Confusion",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Cough, Diarrhea",9.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0
"Fever, Cough, Diarrhea, Chills",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fever, Cough, Dizziness",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fever, Cough, Dyspnea",17.0,59.0,0.0,1.0,17.0,58.0,0.0,1.7000000000000002
"Fever, Cough, Dyspnea on exertion",8.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0
"Fever, Cough, Dyspnea, ILI",7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
"Fever, Cough, Dysuria",4.0,0.0,1.0,0.0,3.0,0.0,25.0,0.0
"Fever, Cough, Headache",6.0,21.0,0.0,1.0,6.0,20.0,0.0,4.8
"Fever, Cough, Headache, ILI",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fever, Cough, Hemoptysis",6.0,1.0,0.0,1.0,6.0,0.0,0.0,100.0
"Fever, Cough, Hyperkalemia",0.0,13.0,0.0,2.0,0.0,11.0,0.0,15.4
"Fever, Cough, Hypoxia",0.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0
"Fever, Cough, ILI",143.0,106.0,2.0,0.0,141.0,106.0,1.4000000000000001,0.0
"Fever, Cough, ILI, Myalgia, Fatigue",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Cough, ILI, Tachycardia",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Fever, Cough, Knee pain",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fever, Cough, Lethargy",0.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0
"Fever, Cough, Malaise",0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
"Fever, Cough, N/V, ILI",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, Cough, Nausea",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Fever, Cough, Nausea, ILI",1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0
"Fever, Cough, Neck pain",28.0,11.0,0.0,0.0,28.0,11.0,0.0,0.0
"Fever, Cough, Pleuritic chest pain",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fever, Cough, Pneumonia",0.0,4.0,0.0,1.0,0.0,3.0,0.0,25.0
"Fever, Cough, Rash",9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
"Fever, Cough, Sore throat",0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
"Fever, Cough, Tachycardia",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fever, Cough, Testicular pain",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fever, Cough, Transfer",0.0,15.0,0.0,1.0,0.0,14.0,0.0,6.7
"Fever, Cough, Transfer, Pneumonia",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"Fever, Cough, Vomiting",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
"Fever, Cough, Weakness",6.0,3.0,2.0,0.0,4.0,3.0,33.300000000000004,0.0
"Fever, DECREASED URINE OUTPUT",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fever, DECUBITUS",3.0,0.0,1.0,0.0,2.0,0.0,33.300000000000004,0.0
"Fever, DIALYSIS",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Fever, DIFFICULTY VOIDING",0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
"Fever, DIFFICULTY WALKING",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fever, DILATED CBD",0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
"Fever, Dental pain",20.0,7.0,0.0,0.0,20.0,7.0,0.0,0.0
"Fever, Dental pain, Rectal pain, Vaginal pain",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
