chiefcomplaint,count
COUGH W/ FEVER,6
"Fecal incontinence, Pelvic pain",6
LEFT TESTICLE PAIN,6
"Wound eval, Tongue swelling",6
"Anemia, Abnormal sodium level, Transfer",6
L KNEE PAIN/SWELLING,6
"Weakness, Jaw pain",6
"GI bleed, Lethargy, Transfer",6
RIGHT POSTERIOR THIGH ABCESS,6
BLACK STOOLS ,6
"L Foot pain, L Shoulder pain",6
WEAKNESS/ FEVER,6
"MEMORY ISSUES, Confusion",6
^ SZ ACTIVITY,6
WEAKNESS/FALLING,6
FEVER/ BACK PAIN,6
"Transfer, Lightheaded, Abnormal CT",6
"B Hand swelling, Back pain",6
SUBARACHNOID,6
"Palpitations, Chest pain, Tachycardia",6
DRY HEAVES/POOR INTAKE,6
"Back pain, Confusion, Weakness",6
"s/p cardiac arrest, STEMI",6
DEHYDRATION/DIARRHEA,6
SENT FOR EVAL,6
"Diplopia, Visual changes",6
.,6
BACK ABSCESS,6
DECREASED PO,6
"Abnormal MRI, Fatigue",6
N/V/D - BLOODY,6
"Dyspnea, Epigastric pain, Nausea",6
"Fever, ABD PAIN S/P PROCEDURE",6
"L Wrist injury, SI",6
"Vaginal pain, Rash",6
"Depression, Self inflicted injury",6
"Abd pain, Constipation, Melena",6
"ST, EPIGASTRIC BURNING",6
BRIGHT RED BLOOD PER ILEOSTOMY,6
"Diarrhea, Presyncope, Weakness",6
N/V/COUGH,6
"L Leg swelling, Leg swelling",6
"Chest pain, Dyspnea, Dysuria, Anxiety",6
"Neck pain, FACIAL SWELLING",6
SOB/CHEST TIGHTNESS,6
FALL L KNEE  PAIN,6
"Right sided abdominal pain, Vaginal discharge",6
INFECTED R FOOT,6
"Foot pain, L Arm swelling",6
I AND D EVAL,6
"FEVER,FTT",6
weakness/unable to ambulate,6
COUGH  POST OP,6
HEADACHE/FALLS,6
"Lower back pain, Foot numbness",6
"Transfer, Abd pain, Pleural effusion",6
"Fever, Chills, S/P AAA",6
CHEST BURNING S/P MEDS,6
"WEAK,UNABLE TO WALK",6
ELEVATED ENZYMES,6
"Dyspnea on exertion, Weakness, B Leg swelling",6
"Back pain, L Shoulder pain, MVC, Neck pain",6
"Abd pain, LAP BAND",6
GALLBLADDER  PAIN,6
"HA, DIZZINESS",6
"Chest pain, Endocarditis",6
"Anxiety, Dizziness, Tremor",6
"Diarrhea, R/O CDIFF",6
HA SUDDEN ONSET,6
3-5 ABCESSES,6
"R SIDE PAIN, R Chest pain",6
SORE THROAT /HEADACHE,6
"Headache, SWEATS",6
"Anxiety, L Knee pain",6
INCISIONAL DISCOMFORT ? MASS,6
SOB CHEST TIGHT,6
SPINE PAIN ,6
"Back pain, Syncope, Vomiting",6
"S/P UNWITNESSED FALL, HEAD LAC",6
BAT BITE,6
"Dyspnea, Nausea, Atrial fibrillation",6
BILAT LOWER LEG SWELLING,6
"R Arm pain, INJURY",6
LEFT FEMORAL HEAD FX,6
ABD PAIN X 3 WEEKS,6
"Midline eval, R Hip pain, s/p Fall",6
"FEVER,NEUTROPENIA",6
LE PAIN BILAT,6
?INCISION INFECTION,6
NEUTROPENIA/THROMBOCYTOPENIA,6
"Back pain, Flank pain, Right sided abdominal pain",6
"Chest pain, Dyspnea, Rib pain",6
THIGH LESION,6
CP X 2 WEEKS ,6
HUMERUS FX,6
"DOE, LEFT-SIDED ABD PAIN",6
STRUCK BY BALL,6
"R Shoulder pain, R Neck pain",6
R PNEUMOTHORAX,6
"___, Anxiety",6
"EYE DROOP, Bradycardia",6
HENATEMESIS,6
"Laceration, Seizure",6
SOCIAL SERVICE,6
"Abscess, RIGHT HAND INFECTION",6
"Syncope, Chest pain, n/v/d",6
COUGH WHEEZING,6
"BILAT KNEE, HIP PAIN",6
LEAKING NEPHROSTOMY,6
"HAND INFECTION, SI",6
"Wound eval, INFECTION",6
"L Ankle pain, L Heel pain",6
"Fever, R Hand pain",6
"JAW PAIN, Dyspnea",6
"Abd pain, Lower back pain, Fever",6
L SIDED NOSE BLEED ,6
"Wound eval, Epigastric pain, Hyperglycemia",6
"L Ear pain, Cough",6
C/P ALLERGIC  RX,6
"Cough, s/p Fall, Syncope",6
R Thigh injury,6
FALNK PAIN,6
"DYSPNEA,COUGH",6
"L Wrist pain, Tachycardia",6
HA/FEVER/VOM,6
DYSNEA,6
"ETOH, SI, Weakness",6
WEAKNESS S/P CLL,6
DOE/WEAK/NAUSEA,6
"Confusion, Jaundice, Abdominal distention",6
S/P MVC LEFT TOES NUMB,6
CP/___,6
"GI bleed, Lightheaded",6
"Chest pain, Pain",6
S/P HYPOTENSION/CP,6
"Bradycardia, RESOLVED",6
"MVC, ETOH",6
? FISHBONE IN THROAT,6
"Hematemesis, Lethargy",6
L Pelvic pain,6
WEAK/HYPOTENSIVE,6
EAR INJURY,6
FEVER/?CONFUSION,6
R THUMB PAIN/CELLULITIS,6
"Fever, Rash, Vomiting, Dizziness",6
ABD PAIN WITH VOMITING,6
LAXATIVE/LASIX ABUSE,6
S/P FALL 6 STAIRS,6
SOB & LETHARGIC,6
"Diarrhea, L Leg cellulitis",6
"SOB,WEAKNESS",6
"Assault, Med refill",6
FATIGUE/DK URINE ,6
ITP FLARE,6
BEHAVIOURAL ISSUES,6
"PE, Abnormal CT",6
"Arm swelling, L Elbow pain",6
CYST R THIGH,6
"Dyspnea, POST-OP",6
"Seizure, N/V",6
5 MO PREG BACK PAIN,6
"L Shoulder injury, Lower back pain",6
SUDDEN HA,6
"s/p Fall, R Forearm laceration",6
L ARM DISCOMFORT,6
"Abd pain, Abnormal labs, Dyspnea",6
PALPATATIONS/CP,6
"s/p Fall, R Hip pain, R Elbow pain",6
"Lip laceration, Epistaxis",6
R WRIST ABSCESS,6
VOMITNG,6
"s/p Fall, Back pain, Failure to thrive",6
"Lower back pain, SPINE DNG",6
PALPATATIONS/CP/LEG PAIN,6
"Dental pain, n/v/d",6
R/O APPE,6
"Anorexia, Dyspnea, Lightheaded",6
"Anemia, Leg swelling, NEEDS DIALYSIS",6
L HAND SWELLING X1 MONTH,6
SPINE RE-EVAL,6
"R Foot pain, Lightheaded",6
"Dyspnea, PNEUMOTHORAX",6
"R EYE FLOATERS, Vision changes",6
LACS TO FINGERS,6
"COUGH,BODYACHES",6
"Body aches, Cough, Weakness",6
ABNORMAL TTE,6
PAROTID GLAND INFLAMMATION,6
COLD RIGHT FOOT,6
"Abd pain, L Testicular pain",6
SWOLLEN TONSILS,6
TROP 6.8/ ? MI,6
MVC ARM PAIN,6
R HIP INJURY,6
EU CRITICAL/STROKE,6
"Chest pain, Dyspnea, Ear pain, Leg swelling",6
"Wound eval, BURN TO THIGH",6
NO OUTPUT FROM OSTOMY,6
"Abnormal labs, Chest pain, Jaundice",6
"Neck pain, Jaw pain, Fatigue",6
"Transfer, Bleeding fistula, Vomiting",6
"Back pain, , URINARY S/S",6
RLL PAIN,6
RASH TO NECK,6
HA/ S/P SKULL FX,6
DILODGED PIGTAIL CATHETER,6
"Back pain, Fever, Palpitations",6
"s/p Fall, Transfer, C-spine fracture",6
ABDOMINAL PAIN/ BACK PAIN,6
RASH TO LEFT ARM,6
"""NON VERBAL""",6
CANT BREATH/CP,6
PULSELESS R FOOT,6
"Right sided abdominal pain, Right sided abdominal pain",6
"Altered mental status, Respiratory distress, Transfer",6
PAIN /FEVER ,6
"Finger pain, Leg pain",6
SYNCOPE/DIZZY,6
"L Elbow fracture, Transfer",6
"L Breast pain, Malaise",6
RACING THOUGHTS,6
DIZZY & FALL,6
"B Leg pain, Rash, Wound eval",6
RIGHT SIDED CHEST/BREAST PAIN,6
"DRAIN EVAL, Wound eval",6
RIGHT FOOT INJ,6
"Rectal pain, Back pain",6
RIGHT EYE PAIN/REDDNESS,6
"WOUND INFECTION, Transfer",6
"Chills, ABD CRAMPING",6
"DEHYDRATED , DIARRHEA",6
"Detox, Diarrhea, Dysuria",6
R TOE PAIN/REDNESS,6
ST & FEVERS,6
RASH S/P VANCOMYCIN,6
COUGH/CONGESTION/SOB,6
"Thrombocytopenia, Transfer",6
"Epigastric pain, N/V, Weakness",6
"ABDOMINAL CRAMPS, DIARRHEA, HA",6
"s/p Fall, R Shoulder pain, R Shoulder injury",6
HA ON COUMADIN,6
"Abnormal CT, LUQ abd pain, Splenic laceration, Transfer",6
"Dizziness, SUBSTANCE ABUSE",6
R EYE ITCHY,6
"Diarrhea, Nausea, Dyspnea on exertion",6
+  D DIMER,6
"SEIZURE, PREGNANT",6
"Back pain, Hip pain, Nausea",6
RIGHT SIDED PAIN S/P FALL ,6
R ELBOW ABSCESS,6
"Lightheaded, Neck pain",6
ABD PAIN  NO BM,6
BLEEDING MASS,6
"Headache, R Facial numbness, R Arm numbness",6
"EtOH detox, s/p Fall",6
BILAT ARM TINGLING,6
S/P FALL OOB,6
AXILLA CYST,6
"L Flank pain, L Hip pain, s/p Fall",6
DIZZY/PALPATATIONS,6
"Chest pain, Dyspnea, Headache, Nausea",6
AAA GRAFT LEAK,6
"Facial numbness, L Arm numbness",6
ABD PAIN  N/V/D,6
BILAT LE SWELLING/BACK PAIN,6
"Weakness, Cough, Confusion",6
"Fever, L Arm pain, Transfer",6
"Hypotension, Pneumonia",6
VISION DISTURBANCE,6
"CHEST PAIN, HEMATURIA",6
"Rash, Syncope",6
"NSTEMI, Pneumonia, Transfer",6
"ILI, N/V/D",6
"RUQ abdominal pain, L Chest pain",6
"NAUSEA, GLAND SWELLING R NECK",6
"CHEST PAIN, PALPITATIONS",6
L RING FINGER INFX,6
"Hematuria, N/V, Pregnant",6
ABD  DISTENTION,6
"L Testicular pain, Left sided abdominal pain",6
ABCESS WORSE,6
"Palpitations, TREMORS",6
"Abnormal sodium level, Diarrhea, Diverticulitis, Transfer",6
R HIP/ CALF PAIN,6
NUMBNESS/TIGHTNESS LEFT FOOT,6
ABSCESS TO RIGHT CHEEK,6
"B Leg pain, Dizziness, s/p Fall",6
HEMATURIA/DIFFICULTY VOIDING,6
"Back pain, Neck pain, Numbness",6
"Labor, Vaginal bleeding",6
HEMATURIA/LEFT LOWER ABD PAIN,6
"Neck swelling, R Ear pain",6
"Abnormal labs, L ARM/CHEST HEMATOMA",6
"GI bleed, s/p Fall, Transfer",6
"L SHOULDER, SCAPULA PAIN",6
LLE CELLULTIS,6
WEAKNESS/ABDOMINAL DISCOMFORT,6
"ILI, R Ear pain",6
"Syncope, L Arm pain",6
"R Rib pain, RUQ abdominal pain",6
"Vomiting, Rash",6
"Hypotension, Abdominal distention",6
"ABD PAIN, PREGNANT",6
"Epigastric pain, Dizziness, Nausea",6
ABD MASS,6
WOUND  DRAINAGE,6
"Abdominal distention, Hemoptysis",6
FINGER  FUNGUS,6
"Abd pain, AAA, L Flank pain, Kidney stone",6
"L Arm swelling, REDNESS",6
SKIN COMPLAINT,6
POST BIOPSY PAIN,6
B Pedal edema,6
DIALYSIS CATHETER PULLED OUT,6
FACIAL INJURIES,6
NASAL REDNESS/BLISTERING,6
"Lower back pain, LLE TINGLING",6
"L Weakness, Lethargy",6
"Chest pain, Palpitations, Palpitations",6
"R Hand pain, s/p Fall, Finger injury",6
DRUG OD,6
"Vaginal bleeding, Dizziness, Weakness",6
"Abscess, L AXILLA",6
HAND ABRASION,6
"gtube eval, s/p Fall",6
L  ARM CELLULITIS,6
RIGHT HAND PAIN/EDEMA,6
"L Pelvic pain, LLQ abdominal pain",6
"Dizziness, Dysuria, Weakness",6
HEEL SWELLING,6
"L Arm swelling, Pain",6
SAH TRANSFER,6
"L Calf pain, Cat bite, L Knee pain",6
"Decreased PO intake, RLQ abdominal pain",6
"Confusion, Depression, FACIAL EDEMA",6
"Failure to thrive, Headache",6
"Cough, Rash, Dyspnea",6
"LLQ abdominal pain, Psychiatric hold",6
"Head injury, Headache, Lightheaded",6
"Transfer, NEURO",6
"Dizziness, ETOH, Urinary frequency",6
HD FISTULA EVAL,6
"Hematuria, L Testicular pain",6
RIGHT HAND PAIN S/P FALL,6
"FACIAL,WRIST INJURIES",6
DRUG ABUSE,6
"Psych eval, Transfer",6
"Jaundice, Abdominal distention, Nausea",6
"Abnormal sodium level, Hypertension, Nausea",6
"Asthma exacerbation, Pneumonia",6
"Abd pain, Leg pain, Unable to ambulate",6
BUMP ON BACK,6
"Sore throat, SWELLING",6
"L Knee pain, R Eye pain",6
INC SZ ACTIVITY,6
FEVER POST CHEMO,6
"RASH,ABD PAIN",6
"Head injury, L Wrist injury, s/p Fall",6
"LOW FETAL HR, Psychiatric hold",6
"Weakness, Abd pain, N/V",6
"Forehead laceration, R Hip pain, s/p Fall",6
L FOOT RASH,6
"Psychiatric hold, Pregnant",6
PAINFUL GUMS,6
"DEPRESSION, CUTTING",6
RIGHT BUTTOCK ABSCESS,6
BURPING,6
FINGER LACERATION/HAND LACERATION,6
"LLQ abdominal pain, Nausea, Constipation",6
"Urinary retention, Dyspnea on exertion",6
"RUQ abdominal pain, Urinary frequency",6
"L Thumb injury, Laceration",6
"Dizziness, Fatigue, Weakness",6
"Left sided abdominal pain, Rash",6
"B Leg weakness, L Hand numbness",6
?BUG IN EYE ,6
"R Hand injury, L Hand injury",6
"B Arm pain, B Arm weakness, Chest pain",6
"Rectal pain, Urinary retention",6
FOREIGN BODY THROAT,6
"Hyperglycemia, Slurred speech",6
RIB FX W/ PTX,6
"Headache, ABNORMAL CT",6
"Wound eval, Abd pain, N/V",6
Pleuritic right back pain,6
FOR EVAL OF HYPOXIA,6
COUGH & CONGESTED,6
"Difficulty breathing, Sore throat",6
"Failure to thrive, R Pain, Weakness",6
PAIN WITH INSPIRATION,6
"N/V, Diarrhea, S/P LIVER TRANSPLANT",6
"Abd pain, Cough, Dyspnea",6
"Detox, Dyspnea",6
"L Wrist pain, THUMB NUMBNESS",6
WEAK/FEVERISH/DIARRHEA,6
"Shoulder pain, MVC",6
"Diarrhea, Hypokalemia, Transfer",6
"Inguinal pain, Lower back pain",6
"FEVER, FLANK PAIN",6
SORE THROAT H/A,6
"PE, Diarrhea",6
ONGOING MS CHANGES,6
"s/p Fall, FACIAL FX'S",6
"TRANSFER COPD, Neutropenia",6
"L Thumb injury, Transfer",6
"Chest pain, Transfer, Abnormal EKG",6
"LIGHTHEADED,RACING HEARTBEAT",6
"Dizziness, s/p Fall, Head injury",6
C2 fx,6
PAIN R EYE,6
AVG REDNESS/SWELLING,6
L EYE LID REDNESS,6
"Buttock pain, Dysuria",6
"Constipation, R Flank pain",6
"ETOH, MACHETE INCIDENT",6
"Abnormal labs, Elevated troponin, Hypotension, Transfer",6
"Flank pain, Right sided abdominal pain",6
"Assault, Tachycardia",6
RAPID AFIB TRANSFER,6
"L Shoulder pain, L Rib pain",6
"Weakness, Fever, Tachycardia",6
"Transfer, Rib fracture",6
"s/p Fall, Jaw pain",6
"Dizziness, L Arm pain, L Arm weakness",6
"Hematuria, UTI",6
ABNORMAL CTA,6
"Lightheaded, Fever, Vomiting",6
"Unable to ambulate, Neck pain, Knee pain",6
"Lower back pain, MVC, Pleuritic chest pain",6
VAG BLEED/PAIN,6
"TIC BITE, Body pain, Numbness",6
"Abnormal labs, L Foot pain",6
"Nasal injury, Seizure",6
LESION TO THIGH,6
BILAT ANKLE/KNEE PAIN,6
"R Hand pain, GU EVAL",6
S/P HEROIN OD,6
L Pleural effusion,6
PAINFUL LUMP,6
"HEADSTRIKE, s/p Fall",6
B Testicular pain,6
"Head lac, Seizure",6
RASH ?ALLERGIC RXN,6
UTI/FLANK PAIN/PSYCH EVAL,6
"N/V, Urinary frequency",6
"Productive cough, Wheezing",6
RUQ PAIN N/V/D,6
S/P FALL OF HORSE,6
THROAT PAIN/SYNCOPE,6
SEIZURE TYPE ACTIVITY,6
L HIP DISLOCATED,6
UNABLE TO DO PD DIALYSIS,6
OVERDOSE COUMADIN,6
PSYCH EVAL/SI,6
"Weakness, GENERAL MALAISE",6
"Dizziness, Hypotension, ___",6
DISSOCIATIVE EPILEPSY,6
FISTULA BLOCKAGE,6
FISTULA BLEEDING ,6
"Periumbilical pain, UMBILICAL BLEEDING",6
"s/p Fall, Left sided chest pain, L Knee pain",6
BILAT PERIORBITAL REDNESS,6
"Body aches, Chest pain, Fever",6
"ILI, Dyspnea, Fever, Cough",6
"s/p Fall, BIL KNEE  PAIN",6
R/O EPIDURAL ABSCESS,6
BACK AND TESTICULAR PAIN,6
"Lower abdominal pain, Malaise",6
R LEG PAIN AND SWELLIN,6
"Seizure, BRBPR",6
"Weakness, Malaise",6
"Dysuria, Flank pain, Hematuria, RLQ abdominal pain",6
PALE/SOB/WEAK,6
"R Leg pain, Hypertension",6
"Confusion, L Arm swelling",6
ALTERED MS/DEPRESSED,6
"Lethargy, Unsteady gait",6
NECK PRESSURE,6
"Foot swelling, Foot pain",6
"R Calf pain, R Shoulder pain",6
"Altered mental status, ELEVATED AMMONIA",6
"CHEST PAIN-RESOLVED, Transfer",6
R/O INFECTED LIP RING,6
"L Chest pain, Shoulder pain",6
?NEPHROSTOMY TUBE MALFUNCTION,6
LETHARGIC/WEAK,6
ASTHMA/COUGH,6
"s/p Fall, Pedal edema",6
"R Ear pain, Chest pain, L Shoulder pain",6
"ABD PAIN,ASCITES TRANSFER",6
"Lower abdominal pain, RLQ abdominal pain",6
"Chest pain, L Flank pain, LUQ abd pain",6
"""CELLULITIS""",6
"Back pain, Detox, Elbow pain, Fever",6
"FOREIGN BODY, Transfer",6
"s/p Fall, RUQ abdominal pain, R Knee pain",6
LVAD,6
"OSTEOMYELITIS, FEVERS",6
"Back pain, Drug withdrawal",6
ASPIRATION EVAL,6
"Depression, Inguinal pain",6
ABD PAIN POST/OP,6
"Abscess, Psychiatric hold",6
"s/p Fall, L Tib/Fib Fracture",6
"Wound eval, L Knee pain, L Leg pain",6
"gtube eval, Nausea, Vomiting",6
"Jtube eval, Transfer",6
ABDOMINAL PAIN X WEEKS,6
HEMATURIA/SHAKEY,6
RIGHT SIDED HA XFER,6
"Right sided abdominal pain, Melena",6
"Neck pain, FACIAL PAIN S/P MVC",6
"Allergic reaction, Asthma exacerbation",6
"Altered mental status, EVAL",6
"Altered mental status, Anemia",6
"LEFT ARM, LEFT SHOULDER PAIN",6
"Cough, Altered mental status",6
"L Ankle swelling, Wound eval",6
HEADACHE/R LEG PAIN,6
FINGER LAC ,6
"Abnormal CT, Back pain, Bicycle accident",6
L CHEST BUZZING,6
"Allergic reaction, N/V, Presyncope",6
HAVING A BAD DAY,6
EU CRITICAL/DYSPNEA,6
"R Hand injury, R Arm swelling",6
CELLULLITIS,6
"Tachycardia, Hyperkalemia",6
RIGHT LEG LACERATION,6
"DIZZY, HYPOTENSIVE",6
"L Knee pain, L Lower back pain, s/p Fall",6
"LEFT LOWER ABDOMINAL PAIN, Back pain",6
"N/V, PICC line eval",6
"Back pain, Bicycle accident",6
"L Arm pain, L Breast pain",6
"s/p Fall, Finger injury",6
"Assault, Head injury, Laceration",6
"Left sided abdominal pain, Leg swelling",6
"Transfer, R Facial droop",6
"L Eye eval, L Eye pain",6
"Back pain, Anemia, LEFT SIDE PAIN",6
R FOOT BRUISING,6
"Transfer, DEFIB FIRING X2",6
L FOOT PAIN/SWELLING,6
"Transfer, V TACH",6
"Fever, Malaise, Weakness",6
"Agitation, CATHETER REPLACEMENT, Transfer",6
"Seizure, Unresponsive, Transfer",6
CATH REPLACEMENT,6
SYNCOPE/MVC,6
"VAG BLEED,BACK PAIN",6
"s/p Fall, Seizure, Transfer",6
PARACENTESIS,6
"Suprapubic pain, UNABLE TO URINATE",6
HTN/  LETHERGY,6
FACIAL BURNS,6
DIFF AMB,6
"Syncope, L Shoulder pain",6
"FATIGUE, SOB",6
"Hyperkalemia, N/V",6
"Nasal injury, R Shoulder pain, s/p Fall",6
R  KNEE PAIN,6
"DYSARTHRIA, Confusion",6
"Palpitations, N/V, Headache",6
"L Foot pain, Pedal edema",6
R TIB/FIB FX,6
NEW 02 REQUIREMENT,6
SKIN PAIN,6
"s/p Fall, BIKE VS CAR",6
"L Leg DVT, L Leg pain, L Weakness",6
PAIN AT COLOSTOMY,6
BLOODY DIAHRREA,6
"PAIN, Fever",6
LLQ ABD/LEFT FLANK PAIN,6
"Aphasia, Abd pain",6
"s/p Fall, MVC",6
"R Calf pain, Weakness",6
"Leg pain, +DVT",6
"Chest pain, Abnormal xray",6
"s/p Fall, Abnormal MRI, Transfer",6
"NEW SEIZURES, Transfer",6
"Asthma exacerbation, Chest pain, Wheezing",6
"Altered mental status, s/p Fall, Seizure",6
"Fatigue, Confusion",6
"___, INCREASING PARANOIA",6
R/O PREGNANCY,6
H/A /ILI,6
"Shoulder pain, Neck pain, Chest pain",6
NONCOMPLIANCE WITH MEDS,6
GTUBE CLOGGED,6
"R Calf pain, R Knee pain",6
"CP, HEADACHE",6
"BRBPR, DRAIN EVAL",6
"Nausea, Abd pain, Diarrhea",6
FOR PARACENTESIS,6
GI BLEED/SOB,6
"Fever, Nausea, Diarrhea",6
"Upper back pain, MVC",6
SCLERA RED AND IRRATATED,6
NGT MALFUNCTION,6
ABD PAIN AND DISTENTION,6
"Hypoxia, Productive cough, Sore throat",6
"Dyspnea, DIAPHORESIS",6
S/P ESOPHAGEAL OBSTRUCTION,6
"ILI, PNEUMONIA",6
THREATENING BEHAVIOR  ___,6
ANURIA,6
NAUSEA..,6
R EYE VISUAL CHANGES,6
"Hypoxia, Tachypnea, Vaginal bleeding",6
"INCREASED WEAKNESS, ABDOMINAL PAIN",6
"n/v/d, R Hand pain",6
LOW MG,6
"Eye pain, L Eye redness",6
+PE,6
"Hyperglycemia, ILI, n/v/d",6
"Palpitations, Jaw pain",6
"L Arm numbness, L Facial droop, L Facial numbness",6
RESP DISTREES,6
"Headache, STUDDERING",6
"L Hand numbness, Seizure",6
DEHYDRATION/HYPERNATREMIA,6
FLU,6
"WOUND EVAL, ASTHMA EVAL",6
"Transfer, Lightheaded, Bradycardia",6
L HAND  PAIN,6
"R Shoulder pain, Back pain, MVC",6
LEFT ARM ABCESS,6
B/L LEG PAIN,6
"Chest pain, Dyspnea on exertion, Nausea",6
"MVC, Numbness",6
"Depression, PARANOIA",6
LFLANK/LLQ PAIN,6
"Transfer, AB",6
"ETOH, Unable to ambulate, Altered mental status",6
L FACIAL CELLULITIS,6
"Lower abdominal pain, Pregnant, Vaginal itching",6
"Flank pain, Dysuria, Abd pain",6
TEMPORAL PAIN,6
R VISION LOSS,6
"R HIP/LEG PAIN, s/p Fall",6
FALL  L  RIB  PAIN,6
"Chin pain, Wound eval",6
"Insomnia, Lightheaded",6
"Bladder pain, Flank pain",6
"Hemoptysis, Wound eval",6
"Dyspnea, Leg swelling, Transfer",6
"Abd pain, Jaundice, Abnormal labs",6
"Headache, Insomnia, Nausea",6
"Tachycardia, Paranoid delusion",6
HA/NECK PAIN - CALL BACK,6
LAP URINARY FREQUENCY,6
F/U FOR RABIES VACCINE,6
HIGH B/P RECENTLY,6
S/P ARM FELL ASLEEP,6
"s/p Fall, Hypertension",6
"Lower abdominal pain, R Arm pain",6
"N/V, Hematuria, BLOOD IN OSTOMY",6
SOB/HYPOXIA,6
FEVER HEADACHE,6
"R Shoulder dislocation, Asthma exacerbation",6
"Fatigue, Suprapubic pain",6
"Dysuria, Lower abdominal pain, UTI",6
MALFUNCTIONING G TUBE,6
BAT EXPOSURE/RABIES,6
"Chest pain, SPLENIC MASS",6
PE/ANEMIA,6
"S/P UNWITNESSED FALL, Dizziness",5
"Chest pain, ILI, Cough, Headache",5
"L Arm injury, MVC",5
"Hypoxia, Pleuritic chest pain",5
RLE PAIN S/P FALL,5
"Back pain, Constipation, Nausea",5
BILAT CALF PAIN,5
"ILI, Sinus pain, Sore throat",5
ABD/BACK PAIN/N/V,5
MIGRAINE VS. SEIZURE,5
DYSPNEA/R THORACIC BACK PAIN,5
"LUQ abdominal pain, L Flank pain",5
"Sore throat, Cough, Ear pain",5
"R Finger pain, R Finger swelling",5
"Transfer, n/v/d, Weakness",5
RIGHT BREAST ABSCESS,5
DEFIB FIRED OFF,5
FOR EVAL/? SZ,5
LETHARGIC/ALTERED MS,5
"Back pain, LLQ abdominal pain, MVC, Neck pain",5
"Hemoptysis, Abd pain",5
S/P MVA-HEAD/NECK PAIN,5
"Dyspnea, Epigastric pain, Hypoxia",5
"Anorexia, Hypokalemia",5
RIGHT LOWER EXT WOUND EVAL,5
2ND DEGREE BURN L NECK,5
"Anorexia, Nausea, Suicide attempt",5
"Dizziness, Unsteady gait, Visual changes",5
"Hypertension, Psych eval",5
"Transfer, n/v/d",5
L BREAST BLEEDING,5
HYPERGLCEMIA,5
LOW SAT/HYPOTENSION,5
"CHEST PAIN, ?INJECTION SITE CELLULITIS",5
"MVC, Shoulder pain, Upper back pain",5
INTERMITTANT CP,5
WEAKNESS/ WOUND EVAL,5
"Abnormal sodium level, Altered mental status, Transfer",5
REQUESTING PEP,5
TACHYCARDIC FEVER,5
"Abnormal labs, Chest pain, Syncope, Transfer",5
ORTHOSTATIC VS/TACHY,5
"Finger laceration, Wound eval",5
AIRWAY OBSTRUCTION,5
COPD FLARE?,5
"Pneumonia, Dehydration, Transfer",5
"Abd pain, Jtube eval, Wound eval",5
"Neck pain, R Hip pain, s/p Fall, Shoulder pain",5
"SURGICAL SITE REDNESS,SOB",5
"L Flank pain, Lower abdominal pain, Nausea",5
"Headache, Numbness, BLURRED VISION",5
"L Hand pain, Cellulitis",5
"Chest pain, B Arm pain",5
"L Leg pain, L Pulseless foot",5
"S/P FALL, INTOXICATED",5
"Hand swelling, L Facial swelling",5
"Agitation, ETOH, Substance use",5
VAGINAL BLEEDING/PREGNANT,5
"s/p Fall, R Foot swelling",5
"Ear pain, Sinus pain, Sore throat",5
"Transfer, Finger swelling",5
TRANSFER VISUAL DISTURBANCE,5
L ARM EVAL,5
"Hypoxia, R Rib pain",5
R Arm redness,5
"R Arm pain, Urethral pain",5
L FACIAL SWELLING/PAIN,5
"Dyspnea, Acute renal failure",5
FOLEY CATHETER PAIN,5
"Headache, Vaginal bleeding",5
"Anxiety, Urinary frequency",5
L FLANK PAIN/NAUSEA,5
ABOMDINAL PAIN,5
"IPH, Seizure, Transfer",5
SEIAZURE,5
"Bowel obstruction, Constipation",5
"Back pain, Headache, Vomiting",5
"Abd pain, Bradycardia, Elevated INR",5
"Cough, Fever, Presyncope",5
"SI, R Arm pain",5
ANXIETY ,5
"Fever, JOINT PAIN",5
PVCS/PALPS/NECK PAIN,5
PACER FIRED ,5
FALL  BACK INJURY,5
UNCOMFORTABLE FOLEY,5
"MVC, L Shoulder pain, L Rib pain",5
"Dyspnea, Lip swelling",5
"EYE REDNESS, ITCHY",5
EU CRITICAL/CARDIAC ARREST,5
"Asthma exacerbation, Dyspnea, Lightheaded",5
"Agitation, Slurred speech",5
"R Knee pain, Toe pain",5
"Dyspnea, Myalgia, Cough",5
"Hyponatremia, Altered mental status",5
"Fever, Headache, Ear pain",5
"L Weakness, DIFFICULTY SPEAKING",5
"Hematemesis, Lightheaded, Melena",5
splenic lac/dyspnea,5
PINK EYE,5
"DKA, Cardiac arrest",5
"AAA, Lower back pain",5
"B Hand swelling, Rash",5
DROWSY,5
"n/v/d, R Knee pain",5
"Altered mental status, Lower back pain, Diarrhea",5
"Fever, BILAT LEG PAIN",5
CLOGGED MIDLINE,5
"Vomiting, Constipation, Dyspnea",5
WEAKNESS AND WHEEZING,5
GROIN PAIN - RLE PAIN,5
DYSPHAGIA S/P RADIATION,5
SP/ SEIZURE WITH HEAD INJURY,5
"Head injury, SDH",5
"L Hip pain, Back pain, INCONTINENCE",5
"Fever, Hemodialysis",5
"S/P SZ, HEAD LAC.",5
DYSRYTHMIA,5
"Abd pain, Abnormal labs, BRBPR",5
"Weakness, SPASMS",5
"R Back pain, R Neck pain",5
"Lip swelling, Facial swelling",5
